"Country","Year","Income_per_person","Life_Expectancy","Total_Health_Spending_Per_Person","Government_Health_Spending_Per_Person","Breast_Cancer_Death","Cervical_Cancer_Death","Lung_Cancer_Death_Male","Lung_Cancer_Death_Female","Lung_Cancer_Death","Liver_Cancer_Death_Male","Liver_Cancer_Death_Female","Liver_Cancer_Death","Prostate_Cancer_Death","Stomach_Cancer_Death_Male","Stomach_Cancer_Death_Female","Stomach_Cancer_Death","Food_Supply","Improved_Water"
"Malta","1991",7011.202376,77.3,NA,NA,28.53,1.88,44.11,2.48,46.59,1.41,0.37,1.78,10.66,16.18,8.46,24.64,3292.42,100
"Marshall Islands","1991",2087.435269,64.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95
"Martinique","1991",NA,75.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania","1991",482.7378614,60.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2573.77,31
"Mauritius","1991",2660.074768,69.6,NA,NA,4.53,3.44,18.74,4.85,23.59,0.26,NA,NA,6.88,7.88,6.14,14.02,2763.26,99
"Mayotte","1991",NA,72.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico","1991",5013.476791,71.9,NA,NA,7.91,14.01,14.81,5.4,20.21,1.16,0.93,2.09,9.95,9.08,6.59,15.67,3093.96,85
"Micronesia, Fed. Sts.","1991",1984.715415,64.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89
"Moldova","1991",820.1200908,67.4,NA,NA,15.96,7.29,42.57,6.99,49.56,5.13,1.86,6.99,4.56,22.79,9.63,32.42,NA,NA
"Monaco","1991",70192.94813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
"Mongolia","1991",467.4153036,62.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2164.67,54
"Montenegro","1991",NA,74.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97
"Montserrat","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
"Morocco","1991",1230.423823,68.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3047.79,73
"Mozambique","1991",189.0385728,51.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1702.47,36
"Myanmar","1991",NA,57.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1810.05,56
"Namibia","1991",1912.618009,61.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2072.43,66
"Nauru","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98
"Nepal","1991",183.6400765,59.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2193.91,77
"Netherlands","1991",19166.32186,77.2,NA,NA,27.16,2.39,67.53,10.75,78.28,1,0.49,1.49,17.87,11.95,4.96,16.91,3312.36,100
"New Caledonia","1991",13882.8813,71.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2888.49,NA
"New Zealand","1991",10933.8371,75.9,NA,NA,25.14,4.6,40.21,17.56,57.77,2.09,0.81,2.9,17.71,9.07,3.83,12.9,3177.49,100
"Ngorno-Karabakh","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nicaragua","1991",865.7075985,73.7,NA,NA,3.8,15.3,3.43,2.3,5.73,0.16,0.36,0.52,5.38,7.87,6.52,14.39,1801.74,74
"Niger","1991",192.2191654,47.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1890.44,35
"Nigeria","1991",366.4613075,54.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2322.4,48
"Niue","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
"Norfolk Island","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northern Cyprus","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northern Mariana Islands","1991",NA,72.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98
"Norway","1991",28298.09714,77,NA,NA,17.91,4.45,31.6,10.98,42.58,0.81,0.39,1.2,21.78,10.68,5.23,15.91,3249.33,100
"Oman","1991",6893.100152,72.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80
"Pakistan","1991",459.1833646,62.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2134.82,85
"Palau","1991",7256.43148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80
"Panama","1991",3146.642997,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2268.14,85
"Papua New Guinea","1991",605.8515285,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
"Paraguay","1991",1394.924917,74.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2383.06,54
"Peru","1991",1666.742865,69.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2175.87,76
"Philippines","1991",961.9688431,67.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2208.98,85
"Pitcairn","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poland","1991",2872.966412,70.7,NA,NA,15.51,7.94,72,10.18,82.18,6.82,4.82,11.64,10.07,21.6,7.91,29.51,3285.74,NA
"Portugal","1991",9169.192716,74.2,NA,NA,18.16,2.24,25.8,4.64,30.44,1.46,0.58,2.04,15.33,22.86,11.39,34.25,3412.78,96
"Puerto Rico","1991",11791.66561,73.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Qatar","1991",NA,74.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
"Reunion","1991",NA,73.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Romania","1991",1665.78319,70.5,NA,NA,14.64,10.14,39.72,6.38,46.1,3.6,1.45,5.05,7.45,17.57,7.18,24.75,2944.97,76
"Russia","1991",2465.392981,69.1,NA,NA,14.42,4.89,73.02,7.2,80.22,NA,NA,NA,6.53,40.7,17.12,57.82,NA,93
"Rwanda","1991",236.9162772,49.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1922.31,66
"St. Barth?lemy","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Helena","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Kitts and Nevis","1991",6098.781005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559.28,99
"St. Lucia","1991",4001.607988,70.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2566.38,94
"St. Martin","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Vincent and the Grenadines","1991",2724.469521,69.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2342.65,NA
"St.-Pierre-et-Miquelon","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Samoa","1991",1155.802796,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2613.53,89
"San Marino","1991",19202.03629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sao Tome and Principe","1991",NA,63.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2238.2,NA
"Saudi Arabia","1991",9433.180403,74.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2870.04,89
"Senegal","1991",474.7715574,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2239.83,61
"Serbia","1991",1301.252205,71.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99
"Serbia and Montenegro","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Serbia excluding Kosovo","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seychelles","1991",5739.351472,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2314.6,NA
"Sierra Leone","1991",259.8855892,51.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1960.22,40
"Singapore","1991",16339.42791,75.6,NA,NA,13.44,5.29,48.11,14.53,62.64,NA,NA,NA,3.58,18.01,8.84,26.85,NA,100
"Slovak Republic","1991",4537.922349,71.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
"Slovenia","1991",7613.295902,73.6,NA,NA,23.16,4.02,58.48,8.32,66.8,3.05,1.02,4.07,14.55,22.16,10.91,33.07,NA,100
"Solomon Islands","1991",1134.940669,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2145.99,NA
"Somalia","1991",NA,47.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Somaliland","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South Africa","1991",3056.094145,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2822.53,83
"South Ossetia","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spain","1991",11597.70261,77,NA,NA,17.31,1.67,46.22,3.71,49.93,4.29,1.15,5.44,13,13.43,6.22,19.65,3380.59,100
"Sri Lanka","1991",594.9802981,71.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2191.28,69
"Sudan","1991",277.0864677,59.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994.97,64
"Suriname","1991",2075.384035,69.9,NA,NA,9.19,4.5,NA,4.11,NA,NA,NA,NA,10.4,NA,NA,NA,2491.74,NA
"Svalbard","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Swaziland","1991",1306.473863,60.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2376.51,39
"Sweden","1991",23071.03438,77.7,NA,NA,17.45,2.2,24.14,10.94,35.08,2.28,1.06,3.34,21.54,8.75,4.1,12.85,2940.82,100
"Switzerland","1991",33473.8417,77.6,NA,NA,24.44,2.36,44.41,7.38,51.79,NA,NA,NA,22.1,8.8,3.99,12.79,3312.93,100
"Syria","1991",1000.882109,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2818.05,86
"Taiwan","1991",NA,74.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tajikistan","1991",387.3729939,65.3,NA,NA,7.69,3.53,15.34,4.46,19.8,NA,NA,NA,3.58,29.72,11.94,41.66,NA,NA
"Tanzania","1991",300.9049057,55.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2154.88,55
"Thailand","1991",1492.798578,71,NA,NA,1.19,0.54,6.53,2.27,8.8,NA,NA,NA,0.25,1.02,0.7,1.72,2242.67,87
"Timor-Leste","1991",NA,59.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1965.5,NA
"Togo","1991",276.2396666,57.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1855.53,49
"Tokelau","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90
"Tonga","1991",1586.980895,69.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
"Transnistria","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trinidad and Tobago","1991",5007.588336,69.3,NA,NA,17.8,7.74,13.88,5.62,19.5,0.36,1.25,1.61,32.44,8.93,5.06,13.99,2670.59,89
"Tunisia","1991",1692.167982,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3093.59,82
"Turkey","1991",3413.644475,68.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3581.79,86
"Turkmenistan","1991",934.3990094,63.5,NA,NA,7.81,3.76,NA,3.48,NA,NA,NA,NA,1.25,NA,NA,NA,NA,NA
"Turks and Caicos Islands","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
"Tuvalu","1991",1162.082023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90
"Uganda","1991",189.7910049,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2284.42,44
"Ukraine","1991",1267.326182,69.4,NA,NA,16.07,5.5,63.39,7.38,70.77,NA,NA,NA,7.05,31.9,12.87,44.77,NA,NA
"United Arab Emirates","1991",34957.04687,70.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3107.88,100
"United Kingdom","1991",19746.19063,76,NA,NA,27.76,4.05,56.33,21.1,77.43,1.32,0.47,1.79,17.35,11.86,4.82,16.68,3207.87,100
"United States","1991",27849.88084,75.5,NA,NA,21.99,2.5,55.28,25.33,80.61,1.69,0.59,2.28,17.23,5.05,2.25,7.3,3509.14,99
"Uruguay","1991",5401.617022,72.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2682.99,96
"USSR","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3026.97,NA
"Uzbekistan","1991",666.97965,67.6,NA,NA,7.5,3.26,19.85,4.77,24.62,NA,NA,NA,1.94,20.02,9.43,29.45,NA,90
"Wallis et Futuna","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vanuatu","1991",1331.303465,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2524.1,63
"Venezuela","1991",5175.666615,72.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2447.3,90
"West Bank and Gaza","1991",NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97
"West Germany","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Western Sahara","1991",NA,58.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vietnam","1991",236.6542186,69.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2086.39,60
"Virgin Islands (U.S.)","1991",NA,75.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Yemen (former)","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South Yemen (former)","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yemen","1991",470.7654512,58.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1947.04,66
"Yugoslavia","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zambia","1991",377.1755805,50.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006.22,49
"Zimbabwe","1991",551.9922021,62.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980.74,79
"?land","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South Sudan","1991",NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Christian","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coastline","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cura?ao","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sint Maarten (Dutch part)","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Martin (French part)","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Antarctica","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virgin Islands, British","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hawaiian Trade Zone","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"U.S. Pacific Islands","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wake Island","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bonaire","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sark","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinese Taipei","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saint Eustatius","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saba","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abkhazia","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanistan","1992",NA,49.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"Akrotiri and Dhekelia","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","1992",643.285848,73.6,NA,NA,5.27,0.59,27.77,5.12,32.89,NA,NA,NA,6.89,15.03,6.4,21.43,2650.29,98
"Algeria","1992",1755.973698,70.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2972.77,94
"American Samoa","1992",NA,70.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","1992",15194.45922,81.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
"Angola","1992",322.0929679,49.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1576.1,42
"Anguilla","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
"Antigua and Barbuda","1992",9484.403123,73.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2510.77,91
"Argentina","1992",6851.752586,72.8,NA,NA,20.83,4.87,38.01,6.2,44.21,4.98,3.4,8.38,13.73,11.04,4.69,15.73,3087.95,95
"Armenia","1992",419.9765817,68.8,NA,NA,17.06,4.79,44.8,7.1,51.9,NA,NA,NA,3.64,22.1,10.49,32.59,1833.98,90
"Aruba","1992",18178.83714,73.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
"Australia","1992",17137.5585,77.6,NA,NA,19.56,2.57,41.17,12.88,54.05,2.11,0.4,2.51,18.91,6.57,3.11,9.68,3116.99,100
"Austria","1992",19847.22018,76,NA,NA,21.91,2.75,43.75,9.35,53.1,3.33,0.79,4.12,17.22,14.84,7.57,22.41,3554.55,100
"Azerbaijan","1992",932.2568693,63.7,NA,NA,9.4,0.93,29.27,4.94,34.21,NA,NA,NA,3.99,28.32,11.32,39.64,2303.97,70
"Bahamas","1992",17736.28159,69.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2501.14,96
"Bahrain","1992",10611.09237,72.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bangladesh","1992",290.4082118,59.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1966.85,77
"Barbados","1992",7765.99957,73.2,NA,NA,20.37,12.33,NA,NA,NA,NA,NA,NA,53.15,NA,9.93,NA,2948.54,100
"Belarus","1992",1255.818546,69.6,NA,NA,14.52,4.2,60.33,5.1,65.43,NA,NA,NA,7.9,37.11,15.66,52.77,3132.64,100
"Belgium","1992",19223.50264,76.3,NA,NA,NA,NA,71.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,3658.19,100
"Belize","1992",2912.125313,71.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2618.01,76
"Benin","1992",301.0323793,56.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2234.65,59
"Bermuda","1992",41848.2731,71.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3033.88,NA
"Bhutan","1992",515.5275949,62.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolivia","1992",890.0104186,62.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2060.31,72
"Bosnia and Herzegovina","1992",NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2418.98,97
"Botswana","1992",2437.701909,61.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2252.27,94
"Brazil","1992",3279.686396,68.3,NA,NA,10.64,4.95,16.81,5.19,22,1.08,0.74,1.82,9.2,13.9,5.86,19.76,2773.91,90
"British Virgin Islands","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98
"Brunei","1992",19478.09789,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2817.57,NA
"Bulgaria","1992",1448.163248,71.2,NA,NA,16,4.05,42.52,6.3,48.82,NA,NA,NA,8.86,20.39,10.58,30.97,3026,100
"Burkina Faso","1992",172.745855,51.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2524.93,45
"Burundi","1992",185.2494132,45.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1847.02,70
"Cambodia","1992",NA,58.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1909.01,32
"Cameroon","1992",586.4431124,57.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2080.94,52
"Canada","1992",18826.65615,77.7,NA,NA,22.51,1.84,53.67,22.12,75.79,1.56,0.5,2.06,16.93,6.89,3.13,10.02,3090.01,100
"Cape Verde","1992",802.3364283,68.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2497.28,80
"Cayman Islands","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Central African Republic","1992",245.7274127,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1883.21,58
"Chad","1992",202.9054101,53.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1764.96,41
"Channel Islands","1992",NA,75.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chile","1992",3585.435758,75,NA,NA,12.03,11.21,22.34,6.32,28.66,2.1,1.21,3.31,14.8,32.48,13.39,45.87,2693.12,91
"China","1992",475.9288697,67.2,NA,NA,NA,NA,37.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,2572.63,70
"Christmas Island","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cocos Island","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia","1992",2403.772309,71.1,NA,NA,7.91,8.92,13.5,6.7,20.2,2.02,1.88,3.9,10.86,21.75,12.39,34.14,2449.65,89
"Comoros","1992",404.2729281,57.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1906.26,88
"Congo, Dem. Rep.","1992",159.1615195,54.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2157.03,45
"Congo, Rep.","1992",1165.298657,54.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968.77,NA
"Cook Is","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94
"Costa Rica","1992",3325.26772,76.6,NA,NA,11.07,10.04,12.31,4.51,16.82,4.11,2.12,6.23,14,36.5,15.42,51.92,2809.78,93
"Cote d'Ivoire","1992",618.8025745,54.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2473.11,76
"Croatia","1992",NA,72.3,NA,NA,18.04,3.31,62.2,8.61,70.81,NA,NA,NA,14.2,21.45,8.11,29.56,2411.66,99
"Cuba","1992",2597.942928,74.7,NA,NA,14.78,5.4,35.98,14.24,50.22,NA,NA,NA,19.15,6.86,3.59,10.45,2503.86,84
"Cyprus","1992",11170.27639,76.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3202.82,100
"Czech Republic","1992",4756.379743,72.3,NA,NA,21.31,5.64,75.67,10.71,86.38,4,1.7,5.7,15.27,16.52,7.55,24.07,NA,100
"Czechoslovakia","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3161.29,NA
"Denmark","1992",24747.03263,75.4,NA,NA,27.95,5.23,49.02,24.47,73.49,NA,NA,NA,20.49,6.6,3.87,10.47,3308.68,100
"Djibouti","1992",1062.658979,60.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1720.96,78
